birthtime,lifetime,ticket
0.734295368,0.073298216,2
0.133420557,0.024115577,2
0.215466186,0.063415304,2
0.328546226,0.124785334,2
0.080639109,0.001534119,2
0.384950429,0.038735658,2
0.024265368,0.011547085,2
0.257444024,0.039653003,2
0.159120113,0.038858101,2
0.289964437,0.029500067,2
0.091482833,0.102939159,1
0.130415842,0.077421755,1
0.137969926,0.138400212,1
0.080303669,0.246620268,1
0.12965247,0.229324281,1
0.113409214,0.015213989,2
0.236976579,0.087453768,2
0.139572009,0.017192677,2
0.122941248,0.028769352,2
0.179338455,0.035556465,2
0.083399124,0.01086624,2
0.131101549,0.047727719,2
0.03799355,0.31976071,1
0.08659935,0.23667112,1
0.124578319,0.568838932,1
0.073026687,0.737138957,1
0.047834411,0.413481846,1
0.089987569,0.366786219,1
0.090547927,0.215810381,1
0.084840298,0.376160175,1
0.128276676,0.317929178,1
0.157892615,0.29929474,1
0.044984959,0.439351834,1
0.111107893,0.603156738,1
0.133109257,0.495385781,1
0.111551464,0.441941679,1
0.058605589,0.662383161,1
0.08490508,0.607071348,1
0.126635462,0.480928868,1
0.058725987,0.259820011,1
0.07285586,0.564299971,1
0.062934197,0.499167882,1
0.099678218,0.459188521,1
0.055165444,0.439812418,1
0.065583237,0.445172362,1
0.05777343,0.283463281,1
0.026609421,0.350186825,1
0.184700653,0.636277571,1
0.117973067,0.323862039,1
0.093156606,0.322191805,1
0.060522042,0.479840674,1
0.088211894,0.595522583,1
0.038955297,0.46086422,1
0.036127772,0.431511227,1
0.109774038,0.479440883,1
0.107175782,0.374576464,1
0.037599787,0.326495096,1
0.040309098,0.465371583,1
0.150963381,0.389052257,1
0.14192687,0.35998942,1
0.05186649,0.526274245,1
0.098353192,0.265456542,1
0.053812902,0.288964439,1
0.117310144,0.639951073,1
0.089506678,0.479834445,1
0.031291727,0.497201677,1
0.072149776,0.429174401,1
0.144302726,0.285880983,1
0.058127396,0.506762154,1
0.239790857,0.582104325,1
0.034709219,0.400769111,1
0.045536548,0.307491094,1
0.109047912,0.365315057,1
0.059905112,0.240687907,1
0.064867631,0.462108597,1
0.110642992,0.327789821,1
0.101318426,0.349007748,1
0.068506375,0.569624528,1
0.1742495,0.448535472,1
0.087722994,0.396737181,1
0.138436168,0.022501871,2
0.203960538,0.018081278,2
0.108337492,0.032944068,2
0.060917929,0.008689784,2
0.2691046,0.091875941,2
0.18590419,0.052770868,2
0.098717183,0.030258492,2
0.191918045,0.02174598,2
0.153005153,0.025627688,2
0.495337129,0.130805373,2
0.084714629,0.008025385,2
0.093667068,0.010625176,2
0.082757831,0.020488031,2
0.078971803,0.276912987,1
0.100724831,0.276186034,1
0.143612593,0.24074477,1
0.205896944,0.117569327,1
0.276824385,0.211127818,1
0.139148027,0.191317409,1
0.069227599,0.079390146,1
0.26145348,0.17244938,1
0.324967235,0.250339538,1
0.126329213,0.233447671,1
0.19970347,0.178860202,1
0.079851553,0.282550856,1
0.125792846,0.232297197,1
0.096844621,0.213471673,1
0.229554072,0.184395865,1
0.085646816,0.265713684,1
0.116000101,0.192611262,1
0.159177139,0.145783916,1
0.165040672,0.237870902,1
0.169078752,0.009519458,2
0.020411659,0.017026309,2
0.093890116,0.033472911,2
0.172818422,0.052511051,2
0.080235533,0.023357585,2
0.17560868,0.004029647,2
0.118562587,0.029116251,2
0.050456282,0.019037593,2
0.055294365,0.144602492,1
0.177647337,0.297275349,1
0.172627777,0.112932831,1
0.104520239,0.20920866,1
0.106725708,0.207034573,1
0.294263422,0.216039777,1
0.086795337,0.221553735,1
0.087066732,0.281421997,1
0.168800041,0.242433086,1
0.067135178,0.213999785,1
0.069195457,0.362302385,1
0.164890185,0.140330091,1
0.209904835,0.147897705,1
0.193725854,0.185287297,1
0.182356954,0.231385916,1
0.232059434,0.266623095,1
0.047376364,0.159551665,1
0.080964543,0.309167646,1
0.161446065,0.206216782,1
0.138124347,0.224679291,1
0.088797726,0.257406972,1
0.054557644,0.200703837,1
0.100777723,0.016527422,1
0.199915007,0.156998083,1
0.199161246,0.249300495,1
0.101854905,0.178478524,1
0.162397519,0.252450362,1
0.156167239,0.231168985,1
0.057484325,0.310185526,1
0.060350694,0.298363708,1
0.205248669,0.045556888,2
0.073711865,0.034164488,2
0.057324626,0.010001659,2
0.353171915,0.13355875,1
0.191212952,0.13851589,1
0.411362708,0.360601723,1
0.426912159,0.255004853,1
0.610031545,0.198583603,1
0.131062612,0.219776019,1
0.860262036,0.289164543,1
0.177219525,0.163452968,1
0.46133396,0.276949674,1
0.227141067,0.151875839,1
0.191004202,0.162060186,1
0.182903126,0.166829154,1
0.756707489,0.278084815,1
0.534081936,0.273932159,1
0.509542584,0.14654398,1
0.486891896,0.07075724,1
0.530415773,0.055513263,2
0.198643744,0.02801612,2
0.22563082,0.066129863,2
0.36193046,0.159006387,2
0.329925239,0.026510954,2
0.412373513,0.010265529,2
0.3121126,0.077844262,2
0.712887764,0.069528461,2
0.279370695,0.077798158,2
0.355119765,0.026405811,2
0.269087702,0.064389586,2
0.048761819,0.017472442,2
0.126827255,0.602267608,1
0.103273258,0.487078324,1
0.151603892,0.275381818,1
0.072430499,0.229046606,1
0.130817428,0.582661316,1
0.058668986,0.347101912,1
0.318977952,0.474201083,1
0.094646417,0.418828584,1
0.217549518,0.221648529,1
0.232436016,0.771443889,1
0.132989213,0.494838253,1
0.076959103,0.357244998,1
0.108122595,0.670292668,1
0.395939529,0.317753375,1
0.111638471,0.257683948,1
0.193975985,0.378868103,1
0.088608772,0.176426172,1
0.13748607,0.598126441,1
0.123535328,0.220324762,1
0.118664198,0.232192881,1
0.171830297,0.33071059,1
0.128845558,0.420233503,1
0.190065488,0.310590521,1
0.179957867,0.434742332,1
0.335955441,0.398075521,1
0.090364926,0.314595409,1
0.06165427,0.389430046,1
0.093141213,0.423559889,1
0.167530149,0.471508652,1
0.109788589,0.575370438,1
0.112857208,0.248933956,1
0.148683012,0.346205831,1
0.167844713,0.374006689,1
0.1207029,0.275708668,1
0.20600535,0.042117357,2
0.065798923,0.027800173,2
0.187487811,0.018615186,2
0.101952113,0.00414262,2
0.009307193,0.003233246,2
0.217335343,0.028495222,2
0.190876067,0.501232922,1
0.249892443,1.512320668,1
0.190552935,0.397613123,1
0.215457395,0.387195334,1
0.260723561,0.347360164,1
0.331196755,0.58110103,1
0.18274644,0.424577504,1
0.224912331,0.16323708,1
0.247162297,1.087756559,1
0.312340647,0.591818422,1
0.300556809,1.347563952,1
0.287825078,0.312545627,1
0.337810814,1.102088153,1
0.065884903,0.298748985,1
0.341651678,0.895153761,1
0.184550658,0.480427608,1
0.207128823,1.090267837,1
0.269993782,0.417584658,1
0.19310312,0.239604577,1
0.196006268,0.962796241,1
0.303179622,0.515809834,1
0.348154843,0.644082844,1
0.160724968,0.680365771,1
0.202072009,0.448914424,1
0.285829037,0.796339542,1
0.148299053,0.549660847,1
0.20536989,0.747593999,1
0.835375845,0.944982231,1
0.340513766,0.511672676,1
0.289206892,0.42833665,1
0.291653156,0.522986829,1
0.166741356,0.922020569,1
0.170358419,0.684029937,1
0.102274567,0.282327831,1
0.115871988,0.546133853,1
0.190172777,0.455603853,1
0.167247579,0.766400054,1
0.365463108,0.554247409,1
0.354937792,0.265263021,1
0.166176319,0.519698381,1
0.205005214,0.590504661,1
0.174936622,0.376439542,1
0.21149765,0.351530507,1
0.270566493,0.230553001,1
0.04679399,0.006641068,2
0.085862271,0.022723041,2
0.212475479,0.001851916,2
0.381611496,0.034197092,2
0.673406541,0.145560265,2
0.131703258,0.105017856,2
0.022368344,0.005108843,2
0.280458629,0.047802895,2
0.18949537,0.061066613,2
0.374593467,0.050879359,2
0.068750188,0.003949411,2
0.034305003,0.006518919,2
0.310104072,0.021126121,2
0.286755949,0.035165012,2
0.054567192,0.00460225,2
0.098013088,0.014589168,2
0.464650363,0.029259145,2
0.146449327,0.037012354,2
1.342768669,0.12011528,2
0.163896874,0.047684029,2
0.506542563,0.054223299,2
0.133449942,0.009198517,2
0.005275509,0.00526761,2
0.120739751,0.193022497,1
0.060564823,0.308552615,1
0.048818033,0.199438725,1
0.057291683,0.276241902,1
0.099956475,0.193402685,1
0.070243135,0.202201679,1
0.054139748,0.15505141,1
0.062504552,0.374914624,1
0.078571334,0.196470216,1
0.094525501,0.283894107,1
0.048086192,0.413730357,1
0.045422267,0.454184014,1
0.203616649,0.07704553,1
0.140775993,0.169677809,1
0.05617062,0.213950776,1
0.089233652,0.338014737,1
0.084920987,0.403530762,1
0.112959325,0.175214648,1
0.096468627,0.284667879,1
0.047510155,0.459561877,1
0.116146706,0.108399309,1
0.136096343,0.268168315,1
0.157790005,0.402448535,1
0.059817627,0.298319027,1
0.091920003,0.122454956,1
0.062805697,0.509100929,1
0.048737172,0.223533448,1
0.112430796,0.445070043,1
0.130124614,0.03387025,1
0.08040636,0.584455855,1
0.102652937,0.357901424,1
0.201243728,0.129801065,1
0.048857056,0.02528052,2
0.032806221,0.015295547,2
0.040940739,0.014097448,2
0.007416396,0.009882558,2
0.089539848,0.028535195,2
0.216032282,0.448584661,1
0.164801091,0.362844259,1
0.147341639,0.223306924,1
0.147563353,0.446472034,1
0.279187232,0.581471056,1
0.220715493,0.459397525,1
0.289659292,0.461411208,1
0.210131153,0.94493784,1
0.077211201,0.376302183,1
0.270943969,1.109661132,1
0.322277248,0.668328881,1
0.224757582,0.803397745,1
0.129858404,0.296754301,1
0.4440687,0.367085963,1
0.073601536,0.269750245,1
0.147172138,0.467661634,1
0.199712396,1.012507677,1
0.314043373,0.734233409,1
0.309056461,1.007913768,1
0.154276684,0.378972813,1
0.216645375,0.840480551,1
0.101723209,0.449760422,1
0.138693631,0.254600853,1
0.218505308,0.765213206,1
0.098650597,0.601441838,1
0.150997967,0.773741156,1
0.070543848,0.247413732,1
0.22846204,0.662691891,1
0.113879532,0.610451132,1
0.113501653,0.339592233,1
0.166800171,0.390384525,1
0.125587046,0.657339215,1
0.179899037,0.760379136,1
0.107277125,0.419764668,1
0.249724209,0.836948931,1
0.177789167,0.437421486,1
0.084081851,0.278420426,1
0.121006131,0.479122162,1
0.082757674,0.102673955,2
0.452182561,0.009287924,2
0.038642108,0.007723648,2
0.068581752,0.016506486,2
0.143449411,0.025532171,2
0.120212562,0.052674063,2
0.206392094,0.046501145,2
0.662238061,0.02840054,2
0.088901229,0.02756504,2
0.248488918,0.059750602,2
0.183999985,0.042341158,2
0.272350729,0.084669888,2
0.049667798,0.007540952,2
0.099254906,0.011446692,2
0.08776287,0.007890373,2
0.028138515,0.036280055,2
0.081813663,0.560625106,1
0.197535425,0.317757457,1
0.144152433,0.122601807,1
0.220891967,0.340871319,1
0.179617703,0.430137992,1
0.066786475,0.423690103,1
0.077537961,0.136372112,1
0.036144264,0.027359486,2
0.323467702,0.05444032,2
0.231051147,0.053278178,2
0.075569496,0.025328174,2
0.079346128,0.073464222,2
0.117407776,0.01523491,2
0.421473324,0.060338229,2
0.312785804,0.120114088,2
0.025363935,0.005874233,2
0.039239641,0.362766657,1
0.028886326,0.294531487,1
0.106178798,0.182823323,1
0.270705134,0.131327748,1
0.101593032,0.317280486,1
0.079556562,0.390169106,1
0.069952115,0.28429769,1
0.097874403,0.317164898,1
0.037098415,0.247297071,1
0.055967297,0.326457087,1
0.129835963,0.173045635,1
0.075786956,0.357621096,1
0.047425363,0.335797723,1
0.110701583,0.214228697,1
0.059251837,0.360886343,1
0.055964589,0.419054657,1
0.11597129,0.213840879,1
0.06318371,0.344849512,1
0.100344345,0.464361742,1
0.039573245,0.326702185,1
0.050511669,0.382303614,1
0.161809459,0.323950306,1
0.095668837,0.166846558,1
0.082860254,0.174751945,1
0.075824536,0.203098498,1
0.078186564,0.352230616,1
0.122306429,0.00858032,2
0.044025227,0.007163104,2
0.080548532,0.018008687,2
0.052117564,0.371416412,1
0.248110861,0.182948321,1
0.219569251,0.688428059,1
0.065833323,0.571634658,1
0.143440247,0.024250597,1
0.060794529,0.314031068,1
0.091707364,0.265276656,1
0.052497517,0.345835436,1
0.096909866,0.170536086,1
0.039731447,0.377148446,1
0.116531909,0.358875036,1
0.06911689,0.504706621,1
0.054637946,0.201857559,1
0.106665805,0.187328503,1
0.114076182,0.247539058,1
0.179908514,0.037025124,2
0.024521751,0.007966662,2
0.275368094,0.029837132,2
0.207632735,0.038778573,2
0.291163236,0.073659837,2
0.072883211,0.005407177,2
0.120547272,0.044501446,2
0.379033715,0.089012086,2
0.126684576,0.049688473,2
0.066626728,0.013568714,2
0.156143367,0.014851108,2
0.038029786,0.412716392,1
0.056484215,0.42194102,1
0.078784786,0.366608836,1
0.168222979,0.023787439,2
0.015623924,0.001814744,2
0.010975636,0.000972535,2
0.250927269,0.041979671,2
0.219460279,0.399788767,1
0.270316035,0.221963614,1
0.2767874,0.52082175,1
0.136916935,0.222631305,1
0.246749565,0.313368931,1
0.112133943,0.152654715,2
0.486804307,0.058984041,2
0.039376073,0.07314498,2
0.189074755,0.021524623,2
0.210993484,0.072483853,2
0.19265385,0.028288394,2
0.181741342,0.02831845,2
0.179046303,0.023120835,2
0.141067758,0.153134778,2
0.31303969,0.06272608,2
0.195865884,0.063865468,2
0.466931462,0.047497869,2
0.003638204,0.003042012,2
0.036145102,0.016352139,2
0.059598085,0.228811387,1
0.199588358,0.332351804,1
0.136001512,0.315691248,1
0.15991281,0.245484665,1
0.053024963,0.404118791,1
0.092437856,0.344723053,1
0.098300315,0.09713123,1
0.089759327,0.434543215,1
0.081430905,0.363258399,1
0.09184923,0.345832743,1
0.073796391,0.426707506,1
0.087653212,0.419496484,1
0.059200071,0.484839775,1
0.053783163,0.539000764,1
0.103829622,0.134557545,1
0.105596349,0.218309626,1
0.085519999,0.375556618,1
0.121197127,0.2099692,1
0.240028918,0.342949808,1
0.129358023,0.571712047,1
0.056189269,0.424557924,1
0.095409267,0.412539013,1
0.069170184,0.390735261,1
0.112013608,0.381533772,1
0.061329212,0.394912574,1
0.054337118,0.454045381,1
0.091850236,0.324085101,1
0.163962379,0.271929666,1
0.079739168,0.509844288,1
0.106557846,0.284694642,1
0.104897402,0.41527275,1
0.090805009,0.273522064,1
0.136556476,0.450676292,1
0.12191958,0.46098309,1
0.178378716,0.366075858,1
0.100625455,0.529742718,1
0.178119108,0.252856568,1
0.172214746,0.042535245,2
0.064066447,0.003324315,2
0.032493509,0.007339593,2
0.220341772,0.027751446,2
0.047856323,0.00372348,2
0.090484351,0.016930953,2
0.075031482,0.019012503,2
0.065661207,0.026316881,2
0.017554346,0.001284188,2
0.066314958,0.483604349,1
0.038860019,0.440026943,1
0.070608929,0.574753866,1
0.078530982,0.579972848,1
0.044592902,0.362521365,1
0.11230398,0.570545428,1
0.182175204,0.540699556,1
0.088611655,0.717408843,1
0.070611306,0.607718997,1
0.071139231,0.447491214,1
0.189271301,0.393301696,1
0.261840671,0.293149561,1
0.168899283,1.042739168,1
0.22098127,0.829698414,1
0.097338192,0.373944111,1
0.115751661,0.859028541,1
0.175001085,0.84233886,1
0.443096668,0.37123695,1
0.099125877,0.842169032,1
0.225840226,0.75111644,1
0.167238742,0.697368771,1
0.27136448,0.23461923,1
0.157669142,0.611396417,1
0.061900806,0.436521787,1
0.133759201,0.511514366,1
0.089681447,0.494727015,1
0.237745166,0.582865179,1
0.140576214,0.248541057,1
0.127120554,0.736171544,1
0.132666185,0.925100014,1
0.169147193,0.701004267,1
0.152681366,0.496511862,1
0.230592266,0.418459758,1
0.218232781,0.459663659,1
0.129478604,0.790976018,1
0.114114158,0.734491237,1
0.114268064,0.576132834,1
0.094762415,0.155915767,1
0.217015594,0.398437768,1
0.236160234,0.510510489,1
0.14368327,0.566515669,1
0.138109878,0.592711195,1
0.128832266,0.229512468,1
0.157899022,0.607334197,1
0.117398113,0.378831685,1
0.223503649,0.521844089,1
0.095638938,0.39613571,1
0.202968046,1.005846217,1
0.128010333,0.654892385,1
0.141933858,0.556381047,1
0.132671863,0.661841422,1
0.291307062,0.775532514,1
0.10476388,0.60526143,1
0.093062975,0.025812171,2
0.244040862,0.02220647,2
0.072127372,0.009337656,2
0.094805144,0.012677811,2
0.10515932,0.039440997,2
0.407788068,0.105008632,2
0.153771043,0.030329004,2
0.195027694,0.0122412,2
0.081479333,0.004238039,2
0.135012493,0.053104356,2
0.086609341,0.288297735,1
0.158443004,0.358185738,1
0.119889133,0.233375765,1
0.106871791,0.415390484,1
0.20672299,0.317581043,1
0.135741547,0.282400861,1
0.244420663,0.249410555,1
0.275525182,0.142991364,1
0.070999689,0.199580722,1
0.064609423,0.307745352,1
0.12050724,0.275666267,1
0.127042532,0.301712602,1
0.156240299,0.355044708,1
0.157141253,0.490965143,1
0.173732981,0.199986681,1
0.080916829,0.342505895,1
0.175058156,0.365406841,1
0.131329492,0.173152074,1
0.007637537,0.000475425,2
0.017165199,0.000678034,2
0.062409244,0.056288488,2
0.178618804,0.068750277,2
0.024624202,0.00896167,2
0.11817655,0.216959417,1
0.186929435,0.186901778,1
0.262666941,0.107755065,1
0.191993758,0.127625898,1
0.08726953,0.210181311,1
0.2420035,0.104447514,1
0.138074443,0.251251176,1
0.125288576,0.290718168,1
0.046245329,0.024485596,2
0.227269232,0.100800961,1
0.114369459,0.348284118,1
0.093311675,0.182427876,1
0.0811055,0.167193711,1
0.079895779,0.13732788,1
0.092888705,0.161727645,1
0.127571806,0.196921602,1
0.056574948,0.290539376,1
0.071009576,0.188765019,1
0.057171285,0.143987834,1
0.056042809,0.274358463,1
0.103667133,0.148320533,1
0.073215954,0.160199292,1
0.057263415,0.195496339,1
0.098395273,0.141664758,1
0.15884994,0.165014759,1
0.057973184,0.152817123,1
0.072930455,0.200754136,1
0.101576582,0.179448768,1
0.089020669,0.241020441,1
0.055837784,0.227643546,1
0.055645905,0.139851145,1
0.092683986,0.220447853,1
0.111306161,0.208627909,1
0.021132663,0.01327458,2
0.054517377,0.025884818,2
0.199057102,0.033278331,2
0.138498977,0.046999305,2
